timestep,id,x,y,angle,speed,type
306.00,tint025,11.566053,48.140517,116.565051,6.615692,truck
306.00,tint029,11.566350,48.133714,149.121996,10.842646,truck
306.00,tint038,11.565899,48.133054,56.799831,9.447706,truck
306.00,tint046,11.565374,48.136667,278.190632,0.000000,truck
306.00,tint048,11.567416,48.140596,250.056907,0.000000,truck
306.00,tint05,11.565847,48.133976,202.931062,7.116205,truck
306.00,tint054,11.567421,48.140627,250.069664,4.478450,truck
307.00,bike11.22,11.567581,48.140368,68.324998,4.220050,bicycle
307.00,bike11.23,11.567493,48.140342,62.104474,4.009506,bicycle
307.00,bike11.24,11.567408,48.140314,62.279560,3.461529,bicycle
307.00,bike11.25,11.567328,48.140288,64.260715,3.334128,bicycle
307.00,bike11.26,11.567242,48.140264,65.244011,4.235856,bicycle
307.00,bike11.27,11.567124,48.140230,53.174712,5.142576,bicycle
307.00,bike11.28,11.567013,48.140161,43.581074,5.989394,bicycle
307.00,bike11.29,11.565433,48.137825,5.472047,3.967805,bicycle
307.00,bike11.30,11.565433,48.137694,340.755500,5.775562,bicycle
307.00,bike11.31,11.565425,48.137615,7.840290,5.958628,bicycle
307.00,bike11.32,11.565404,48.137533,7.840290,5.899519,bicycle
307.00,bike11.33,11.565385,48.137454,3.313594,5.911897,bicycle
307.00,bike11.34,11.565374,48.137372,3.313594,5.997901,bicycle
307.00,bike11.35,11.565363,48.137288,3.142340,5.983410,bicycle
307.00,bike11.36,11.565352,48.137203,3.142340,5.915654,bicycle
307.00,bike11.37,11.565340,48.137118,3.142340,5.936320,bicycle
307.00,bike11.38,11.565328,48.137034,5.478093,5.817412,bicycle
307.00,bike11.39,11.565310,48.136939,5.659238,5.960878,bicycle
307.00,bike11.40,11.565294,48.136858,5.659238,5.959998,bicycle
307.00,bike11.41,11.565277,48.136773,2.716928,5.957986,bicycle
307.00,bike11.42,11.565261,48.136494,359.078005,5.969600,bicycle
307.00,bike11.43,11.565266,48.136187,352.216129,5.909163,bicycle
307.00,bike11.44,11.565352,48.135880,337.613271,5.843917,bicycle
307.00,bike11.45,11.565546,48.135540,336.744732,5.776958,bicycle
307.00,bike11.46,11.565737,48.135236,334.593142,5.873070,bicycle
307.00,bike11.47,11.565910,48.134967,335.264246,5.804531,bicycle
307.00,bike11.48,11.566081,48.134696,335.264246,5.789009,bicycle
307.00,bike11.49,11.566268,48.134398,335.264246,4.977820,bicycle
307.00,bike11.50,11.566389,48.134206,335.264246,2.525560,bicycle
307.00,bike11.51,11.566441,48.134124,335.264246,0.316103,bicycle
307.00,pint011,11.565182,48.137226,4.825768,7.808765,passenger
307.00,pint0113,11.566989,48.132803,154.629994,13.148211,passenger
307.00,pint0126,11.565747,48.140629,120.755217,13.890000,passenger
307.00,pint0128,11.565831,48.139594,29.991376,0.000000,passenger
307.00,pint0131,11.566501,48.140080,40.039054,0.000000,passenger
307.00,pint0136,11.566430,48.139985,40.031116,0.000000,passenger
307.00,pint0151,11.567302,48.140601,250.069664,0.000000,passenger
307.00,pint0160,11.567322,48.140575,250.056907,0.000000,passenger
307.00,pint0165,11.564709,48.136988,182.134835,13.680000,passenger
307.00,pint0181,11.567341,48.140549,250.064166,0.000000,passenger
307.00,pint0182,11.566497,48.133279,56.354088,0.000000,passenger
307.00,pint0188,11.566449,48.139956,40.034538,0.000000,passenger
307.00,pint0196,11.566794,48.140382,92.885606,13.890000,passenger
307.00,pint0201,11.566036,48.133187,235.545294,13.890000,passenger
307.00,pint0202,11.565483,48.133159,176.853574,0.000000,passenger
307.00,pint0205,11.565516,48.140728,120.755217,13.890000,passenger
307.00,pint0219,11.564658,48.136528,175.666444,0.000000,passenger
307.00,pint0222,11.566899,48.133295,335.954849,5.925000,passenger
307.00,pint0233,11.564884,48.138468,184.816807,13.890000,passenger
307.00,pint0243,11.566365,48.134050,13.831812,13.890000,passenger
307.00,pint038,11.566566,48.140043,40.044551,0.000000,passenger
307.00,pint05,11.565746,48.133887,215.700046,0.000000,passenger
307.00,pint064,11.565197,48.137313,4.825768,4.267222,passenger
307.00,pint066,11.566022,48.134638,334.455986,13.890000,passenger
307.00,pint074,11.566508,48.139999,40.034538,0.000000,passenger
307.00,pint084,11.566390,48.133606,149.105089,0.000000,passenger
307.00,pint085,11.564784,48.137547,184.109335,0.000000,passenger
307.00,pint087,11.564741,48.137552,184.109465,0.000000,passenger
307.00,pint090,11.564850,48.138261,183.988972,13.890000,passenger
307.00,pint096,11.562605,48.140610,292.908033,0.000000,passenger
307.00,tint011,11.567238,48.132768,295.091378,8.143799,truck
307.00,tint018,11.565365,48.137632,4.921624,10.658256,truck
307.00,tint022,11.566533,48.140061,40.033613,0.000000,truck
307.00,tint025,11.566144,48.140484,116.565051,7.677182,truck
307.00,tint029,11.566398,48.133656,149.121996,7.342646,truck
307.00,tint038,11.566017,48.133102,56.907659,10.199520,truck
307.00,tint046,11.565374,48.136667,278.190632,0.000000,truck
307.00,tint048,11.567416,48.140596,250.056907,0.000000,truck
307.00,tint05,11.565817,48.133949,212.441213,3.616205,truck
307.00,tint054,11.567398,48.140622,250.069664,1.847789,truck
308.00,bike11.22,11.567640,48.140382,68.324998,4.689562,bicycle
308.00,bike11.23,11.567544,48.140358,61.908695,4.228897,bicycle
308.00,bike11.24,11.567454,48.140329,62.279560,3.754792,bicycle
308.00,bike11.25,11.567371,48.140302,62.279560,3.559304,bicycle
308.00,bike11.26,11.567286,48.140276,65.244011,3.554846,bicycle
308.00,bike11.27,11.567186,48.140248,65.244011,4.990616,bicycle
308.00,bike11.28,11.567068,48.140198,43.581074,5.798057,bicycle
308.00,bike11.29,11.565438,48.137848,5.472047,2.555741,bicycle
308.00,bike11.30,11.565419,48.137745,2.607296,5.898696,bicycle
308.00,bike11.31,11.565438,48.137666,7.840290,5.773982,bicycle
308.00,bike11.32,11.565417,48.137585,7.840290,5.862554,bicycle
308.00,bike11.33,11.565397,48.137506,7.840290,5.892039,bicycle
308.00,bike11.34,11.565381,48.137424,3.313594,5.835603,bicycle
308.00,bike11.35,11.565370,48.137339,3.313594,5.759059,bicycle
308.00,bike11.36,11.565359,48.137255,3.142340,5.785814,bicycle
308.00,bike11.37,11.565347,48.137169,3.142340,5.766809,bicycle
308.00,bike11.38,11.565336,48.137087,3.142340,5.968809,bicycle
308.00,bike11.39,11.565320,48.136992,5.478093,5.962380,bicycle
308.00,bike11.40,11.565304,48.136912,5.659238,5.989288,bicycle
308.00,bike11.41,11.565287,48.136826,5.659238,5.915785,bicycle
308.00,bike11.42,11.565263,48.136548,359.682047,5.964681,bicycle
308.00,bike11.43,11.565260,48.136239,354.257717,5.750476,bicycle
308.00,bike11.44,11.565324,48.135931,337.592309,5.968325,bicycle
308.00,bike11.45,11.565517,48.135590,336.744732,5.962878,bicycle
308.00,bike11.46,11.565706,48.135285,334.593142,5.904126,bicycle
308.00,bike11.47,11.565879,48.135017,335.264246,5.934134,bicycle
308.00,bike11.48,11.566050,48.134746,335.264246,5.987781,bicycle
308.00,bike11.49,11.566241,48.134442,335.264246,5.300759,bicycle
308.00,bike11.50,11.566374,48.134229,335.264246,2.818030,bicycle
308.00,bike11.51,11.566437,48.134130,335.264246,0.691212,bicycle
308.00,pint011,11.565187,48.137255,4.825768,3.308765,passenger
308.00,pint0113,11.567068,48.132710,145.031945,11.929945,passenger
308.00,pint0126,11.565899,48.140573,116.565051,12.934309,passenger
308.00,pint0128,11.565831,48.139594,29.991376,0.000000,passenger
308.00,pint0131,11.566501,48.140080,40.039054,0.000000,passenger
308.00,pint0136,11.566430,48.139985,40.031116,0.000000,passenger
308.00,pint0151,11.567302,48.140601,250.069664,0.000000,passenger
308.00,pint0160,11.567322,48.140575,250.056907,0.000000,passenger
308.00,pint0165,11.564683,48.136866,186.693165,13.890000,passenger
308.00,pint0181,11.567341,48.140549,250.064166,0.000000,passenger
308.00,pint0182,11.566497,48.133279,56.354088,0.000000,passenger
308.00,pint0188,11.566449,48.139956,40.034538,0.000000,passenger
308.00,pint0196,11.566980,48.140372,92.885606,13.890000,passenger
308.00,pint0201,11.565892,48.133125,235.545294,12.703333,passenger
308.00,pint0202,11.565483,48.133159,176.853574,0.000000,passenger
308.00,pint0205,11.565674,48.140660,120.755217,13.890000,passenger
308.00,pint0219,11.564658,48.136528,175.666444,0.000000,passenger
308.00,pint0222,11.566892,48.133307,335.954849,1.425000,passenger
308.00,pint0233,11.564863,48.138344,184.393486,13.890000,passenger
308.00,pint0238,11.565173,48.132732,54.532853,13.890000,passenger
308.00,pint0243,11.566299,48.134168,344.550164,13.890000,passenger
308.00,pint038,11.566566,48.140043,40.044551,0.000000,passenger
308.00,pint05,11.565746,48.133887,215.700046,0.000000,passenger
308.00,pint064,11.565197,48.137313,4.825768,0.000000,passenger
308.00,pint066,11.565947,48.134752,334.455986,13.890000,passenger
308.00,pint074,11.566508,48.139999,40.034538,0.000000,passenger
308.00,pint084,11.566390,48.133606,149.105089,0.000000,passenger
308.00,pint085,11.564784,48.137547,184.109335,0.000000,passenger
308.00,pint087,11.564741,48.137552,184.109465,0.000000,passenger
308.00,pint090,11.564830,48.138136,184.827713,13.890000,passenger
308.00,pint096,11.562605,48.140610,292.908033,0.000000,passenger
308.00,tint011,11.567179,48.132825,321.077758,7.886471,truck
308.00,tint018,11.565382,48.137730,4.921624,10.922350,truck
308.00,tint022,11.566533,48.140061,40.033613,0.000000,truck
308.00,tint025,11.566243,48.140452,114.783773,8.223276,truck
308.00,tint029,11.566423,48.133626,149.121996,3.842646,truck
308.00,tint038,11.566145,48.133146,61.092929,10.816963,truck
308.00,tint046,11.565374,48.136667,278.190632,0.000000,truck
308.00,tint048,11.567416,48.140596,250.056907,0.000114,truck
308.00,tint05,11.565812,48.133944,212.756497,0.651019,truck
308.00,tint054,11.567397,48.140622,250.069664,0.076236,truck
309.00,bike11.22,11.567704,48.140397,68.324998,5.034797,bicycle
309.00,bike11.23,11.567600,48.140372,68.324998,4.501524,bicycle
309.00,bike11.24,11.567503,48.140345,61.941332,4.101897,bicycle
309.00,bike11.25,11.567416,48.140317,62.279560,3.715563,bicycle
309.00,bike11.26,11.567332,48.140290,63.812621,3.717207,bicycle
309.00,bike11.27,11.567236,48.140262,65.244011,4.033041,bicycle
309.00,bike11.28,11.567124,48.140230,53.015387,5.574436,bicycle
309.00,bike11.29,11.565439,48.137858,5.472047,1.055741,bicycle
309.00,bike11.30,11.565426,48.137786,5.467069,4.596773,bicycle
309.00,bike11.31,11.565419,48.137715,332.870477,5.951300,bicycle
309.00,bike11.32,11.565431,48.137636,7.840290,5.759433,bicycle
309.00,bike11.33,11.565411,48.137559,7.840290,5.895685,bicycle
309.00,bike11.34,11.565389,48.137476,5.145562,5.809881,bicycle
309.00,bike11.35,11.565377,48.137392,3.313594,5.945273,bicycle
309.00,bike11.36,11.565366,48.137308,3.142340,5.983650,bicycle
309.00,bike11.37,11.565354,48.137221,3.142340,5.770540,bicycle
309.00,bike11.38,11.565343,48.137139,3.142340,5.750939,bicycle
309.00,bike11.39,11.565330,48.137043,5.478093,5.794997,bicycle
309.00,bike11.40,11.565315,48.136964,5.566329,5.859702,bicycle
309.00,bike11.41,11.565298,48.136878,5.659238,5.895261,bicycle
309.00,bike11.42,11.565265,48.136600,359.682047,5.858359,bicycle
309.00,bike11.43,11.565258,48.136291,357.928622,5.822875,bicycle
309.00,bike11.44,11.565298,48.135981,341.814120,5.936826,bicycle
309.00,bike11.45,11.565488,48.135639,336.744732,5.842706,bicycle
309.00,bike11.46,11.565674,48.135334,334.573564,5.944277,bicycle
309.00,bike11.47,11.565848,48.135066,334.593142,5.998438,bicycle
309.00,bike11.48,11.566019,48.134795,335.264246,5.974790,bicycle
309.00,bike11.49,11.566211,48.134488,335.264246,5.607891,bicycle
309.00,bike11.50,11.566358,48.134255,335.264246,3.119528,bicycle
309.00,bike11.51,11.566431,48.134139,335.264246,1.072830,bicycle
309.00,pint011,11.565187,48.137255,4.825768,0.000000,passenger
309.00,pint0126,11.566036,48.140523,116.565051,11.545996,passenger
309.00,pint0128,11.565831,48.139594,29.991376,0.000000,passenger
309.00,pint0131,11.566501,48.140080,40.039054,0.000000,passenger
309.00,pint0136,11.566430,48.139985,40.031116,0.000000,passenger
309.00,pint0151,11.567302,48.140601,250.069664,0.000000,passenger
309.00,pint0160,11.567322,48.140575,250.056907,0.000000,passenger
309.00,pint0165,11.564655,48.136743,186.693165,13.890000,passenger
309.00,pint0181,11.567341,48.140549,250.064166,0.000000,passenger
309.00,pint0182,11.566497,48.133279,56.354088,0.000000,passenger
309.00,pint0188,11.566449,48.139956,40.034538,0.000000,passenger
309.00,pint0196,11.567165,48.140382,76.726525,13.890000,passenger
309.00,pint0201,11.565799,48.133086,235.403996,8.203333,passenger
309.00,pint0202,11.565483,48.133159,176.853574,0.000000,passenger
309.00,pint0205,11.565823,48.140601,116.565051,12.934309,passenger
309.00,pint0219,11.564658,48.136528,175.666444,0.000000,passenger
309.00,pint0222,11.566892,48.133307,335.954849,0.000000,passenger
309.00,pint0233,11.564844,48.138220,183.509586,13.890000,passenger
309.00,pint0238,11.565324,48.132805,52.017796,13.890000,passenger
309.00,pint0243,11.566241,48.134286,336.104437,13.890000,passenger
309.00,pint038,11.566566,48.140043,40.044551,0.000000,passenger
309.00,pint05,11.565746,48.133887,215.700046,0.000000,passenger
309.00,pint064,11.565197,48.137313,4.825768,0.000000,passenger
309.00,pint066,11.565873,48.134867,334.455986,13.890000,passenger
309.00,pint074,11.566508,48.139999,40.034538,0.000000,passenger
309.00,pint084,11.566390,48.133606,149.105089,0.000000,passenger
309.00,pint085,11.564784,48.137547,184.109335,0.000000,passenger
309.00,pint087,11.564741,48.137552,184.109465,0.000000,passenger
309.00,pint090,11.564780,48.138015,204.213526,13.890000,passenger
309.00,pint096,11.562605,48.140610,292.908033,0.000000,passenger
309.00,tint011,11.567133,48.132886,331.140964,7.734441,truck
309.00,tint018,11.565398,48.137819,4.921624,9.851190,truck
309.00,tint022,11.566533,48.140061,40.033613,0.000000,truck
309.00,tint025,11.566311,48.140437,109.241438,5.319075,truck
309.00,tint029,11.566427,48.133621,149.121996,0.625338,truck
309.00,tint038,11.566251,48.133211,62.522288,10.565392,truck
309.00,tint046,11.565374,48.136667,278.190632,0.000000,truck
309.00,tint048,11.567416,48.140596,250.056907,0.000000,truck
309.00,tint05,11.565810,48.133943,212.833853,0.159719,truck
309.00,tint054,11.567396,48.140622,250.069664,0.028357,truck
310.00,bike11.22,11.567773,48.140414,68.324998,5.449669,bicycle
310.00,bike11.23,11.567662,48.140387,68.324998,4.903118,bicycle
310.00,bike11.24,11.567557,48.140362,64.594349,4.385917,bicycle
310.00,bike11.25,11.567465,48.140333,62.279560,4.053659,bicycle
310.00,bike11.26,11.567378,48.140305,62.279560,3.838105,bicycle
310.00,bike11.27,11.567287,48.140276,65.244011,4.151631,bicycle
310.00,bike11.28,11.567182,48.140247,65.244011,4.656101,bicycle
310.00,bike11.29,11.565440,48.137859,5.472047,0.112524,bicycle
310.00,bike11.30,11.565431,48.137815,5.472047,3.220198,bicycle
310.00,bike11.31,11.565421,48.137758,2.607296,4.738228,bicycle
310.00,bike11.32,11.565439,48.137687,356.656167,5.783037,bicycle
310.00,bike11.33,11.565424,48.137609,7.840290,5.744731,bicycle
310.00,bike11.34,11.565403,48.137529,7.840290,5.971792,bicycle
310.00,bike11.35,11.565384,48.137446,3.313594,5.993323,bicycle
310.00,bike11.36,11.565373,48.137361,3.313594,5.893921,bicycle
310.00,bike11.37,11.565361,48.137274,3.142340,5.977417,bicycle
310.00,bike11.38,11.565350,48.137192,3.142340,5.977689,bicycle
310.00,bike11.39,11.565338,48.137097,3.142340,5.940648,bicycle
310.00,bike11.40,11.565325,48.137017,5.478093,5.900091,bicycle
310.00,bike11.41,11.565308,48.136931,5.659238,5.867796,bicycle
310.00,bike11.42,11.565268,48.136652,359.682047,5.762437,bicycle
310.00,bike11.43,11.565258,48.136343,357.928622,5.801640,bicycle
310.00,bike11.44,11.565290,48.136033,352.216129,5.838546,bicycle
310.00,bike11.45,11.565459,48.135689,336.744732,5.927365,bicycle
310.00,bike11.46,11.565643,48.135381,334.573564,5.758460,bicycle
310.00,bike11.47,11.565817,48.135114,334.593142,5.767151,bicycle
310.00,bike11.48,11.565988,48.134845,335.264246,5.963840,bicycle
310.00,bike11.49,11.566181,48.134537,335.264246,5.831341,bicycle
310.00,bike11.50,11.566340,48.134283,335.264246,3.385172,bicycle
310.00,bike11.51,11.566424,48.134151,335.264246,1.467473,bicycle
310.00,pint011,11.565187,48.137255,4.825768,0.000000,passenger
310.00,pint0126,11.566133,48.140488,116.565051,8.253433,passenger
310.00,pint0128,11.565831,48.139594,29.991376,0.000000,passenger
310.00,pint0131,11.566501,48.140080,40.039054,0.000000,passenger
310.00,pint0136,11.566430,48.139985,40.031116,0.000000,passenger
310.00,pint0151,11.567302,48.140601,250.069664,0.000000,passenger
310.00,pint0160,11.567322,48.140575,250.056907,0.000000,passenger
310.00,pint0165,11.564650,48.136651,175.666444,10.416333,passenger
310.00,pint0181,11.567341,48.140549,250.064166,0.000000,passenger
310.00,pint0182,11.566497,48.133279,56.354088,0.000000,passenger
310.00,pint0188,11.566449,48.139956,40.034538,0.000000,passenger
310.00,pint0196,11.567348,48.140407,76.726525,13.890000,passenger
310.00,pint0201,11.565734,48.133092,235.337690,3.703333,passenger
310.00,pint0202,11.565483,48.133159,176.853574,0.000000,passenger
310.00,pint0205,11.565959,48.140551,116.565051,11.545996,passenger
310.00,pint0219,11.564615,48.136527,175.675845,0.000000,passenger
310.00,pint0222,11.566892,48.133307,335.954849,0.000000,passenger
310.00,pint0233,11.564823,48.138095,184.827713,13.890000,passenger
310.00,pint0238,11.565478,48.132876,55.378790,13.890000,passenger
310.00,pint0243,11.566171,48.134402,336.104437,13.890000,passenger
310.00,pint038,11.566566,48.140043,40.044551,0.000000,passenger
310.00,pint05,11.565746,48.133887,215.700046,0.000000,passenger
310.00,pint064,11.565197,48.137313,4.825768,0.000000,passenger
310.00,pint066,11.565798,48.134981,334.455986,13.890000,passenger
310.00,pint074,11.566508,48.139999,40.034538,0.000000,passenger
310.00,pint084,11.566390,48.133606,149.105089,0.000000,passenger
310.00,pint085,11.564784,48.137547,184.109335,0.000000,passenger
310.00,pint087,11.564741,48.137552,184.109465,0.000000,passenger
310.00,pint090,11.564758,48.137892,181.944153,13.890000,passenger
310.00,pint096,11.562605,48.140610,292.908033,0.000000,passenger
310.00,tint011,11.567097,48.132952,337.094008,7.943563,truck
310.00,tint018,11.565413,48.137878,6.847173,6.718966,truck
310.00,tint022,11.566533,48.140061,40.033613,0.000000,truck
310.00,tint025,11.566392,48.140419,106.164629,6.341196,truck
310.00,tint029,11.566427,48.133621,149.121996,0.092043,truck
310.00,tint038,11.566362,48.133257,56.685940,9.695800,truck
310.00,tint046,11.565374,48.136667,278.190632,0.000000,truck
310.00,tint048,11.567416,48.140596,250.056907,0.000000,truck
310.00,tint05,11.565810,48.133942,212.863520,0.061252,truck
310.00,tint054,11.567396,48.140622,250.069664,0.001486,truck
311.00,bike11.23,11.567728,48.140403,68.324998,5.189833,bicycle
311.00,bike11.24,11.567616,48.140376,68.324998,4.687664,bicycle
311.00,bike11.25,11.567517,48.140350,61.908695,4.320325,bicycle
311.00,bike11.26,11.567428,48.140321,62.279560,4.083800,bicycle
311.00,bike11.27,11.567337,48.140291,63.215301,4.020279,bicycle
311.00,bike11.28,11.567239,48.140263,65.244011,4.594828,bicycle
311.00,bike11.29,11.565440,48.137863,5.394555,0.528489,bicycle
311.00,bike11.30,11.565434,48.137832,5.472047,1.938868,bicycle
311.00,bike11.31,11.565426,48.137788,5.472047,3.354986,bicycle
311.00,bike11.32,11.565417,48.137727,346.139113,4.785090,bicycle
311.00,bike11.33,11.565437,48.137660,7.840290,5.709883,bicycle
311.00,bike11.34,11.565416,48.137581,7.840290,5.905701,bicycle
311.00,bike11.35,11.565395,48.137498,7.840290,5.867699,bicycle
311.00,bike11.36,11.565380,48.137413,3.313594,5.818047,bicycle
311.00,bike11.37,11.565365,48.137301,3.142340,2.976417,bicycle
311.00,bike11.38,11.565357,48.137244,3.142340,5.788035,bicycle
311.00,bike11.39,11.565345,48.137149,3.142340,5.810196,bicycle
311.00,bike11.40,11.565334,48.137068,3.250941,5.771193,bicycle
311.00,bike11.41,11.565318,48.136982,5.478093,5.794697,bicycle
311.00,bike11.42,11.565271,48.136706,1.064022,5.969842,bicycle
311.00,bike11.43,11.565259,48.136395,359.078005,5.756517,bicycle
311.00,bike11.44,11.565282,48.136086,352.216129,5.844100,bicycle
311.00,bike11.45,11.565432,48.135738,337.613271,5.784859,bicycle
311.00,bike11.46,11.565612,48.135429,334.573564,5.763272,bicycle
311.00,bike11.47,11.565786,48.135162,334.593142,5.790941,bicycle
311.00,bike11.48,11.565957,48.134893,335.264246,5.790783,bicycle
311.00,bike11.49,11.566151,48.134584,335.264246,5.755520,bicycle
311.00,bike11.50,11.566321,48.134315,335.264246,3.772300,bicycle
311.00,bike11.51,11.566414,48.134166,335.264246,1.832586,bicycle
311.00,pint011,11.565187,48.137255,4.825768,0.000000,passenger
311.00,pint0126,11.566226,48.140455,115.716001,7.808376,passenger
311.00,pint0128,11.565831,48.139594,29.991376,0.000000,passenger
311.00,pint0131,11.566501,48.140080,40.039054,0.000000,passenger
311.00,pint0136,11.566430,48.139985,40.031116,0.000000,passenger
311.00,pint0151,11.567302,48.140601,250.069664,0.000000,passenger
311.00,pint0160,11.567322,48.140575,250.056907,0.000000,passenger
311.00,pint0165,11.564655,48.136570,175.666444,9.111222,passenger
311.00,pint0181,11.567341,48.140549,250.064166,0.000000,passenger
311.00,pint0182,11.566497,48.133279,56.354088,0.000000,passenger
311.00,pint0188,11.566449,48.139956,40.034538,0.000000,passenger
311.00,pint0196,11.567529,48.140442,68.276902,13.890000,passenger
311.00,pint0201,11.565734,48.133092,235.337690,0.000000,passenger
311.00,pint0202,11.565483,48.133159,176.853574,0.000000,passenger
311.00,pint0205,11.566056,48.140516,116.565051,8.253433,passenger
311.00,pint0219,11.564615,48.136527,175.675845,0.000000,passenger
311.00,pint0222,11.566892,48.133307,335.954849,0.000000,passenger
311.00,pint0233,11.564808,48.137971,182.474472,13.890000,passenger
311.00,pint0238,11.565635,48.132943,55.378790,13.890000,passenger
311.00,pint0243,11.566101,48.134518,335.425093,13.890000,passenger
311.00,pint038,11.566566,48.140043,40.044551,0.000000,passenger
311.00,pint05,11.565746,48.133887,215.700046,0.000000,passenger
311.00,pint064,11.565240,48.137310,4.822584,0.000000,passenger
311.00,pint066,11.565724,48.135096,334.782352,13.890000,passenger
311.00,pint074,11.566508,48.139999,40.034538,0.000000,passenger
311.00,pint084,11.566390,48.133606,149.105089,0.000000,passenger
311.00,pint085,11.564784,48.137547,184.109335,0.000000,passenger
311.00,pint087,11.564741,48.137552,184.109465,0.000000,passenger
311.00,pint090,11.564732,48.137769,185.904609,13.890000,passenger
311.00,pint096,11.562605,48.140610,292.908033,0.000000,passenger
311.00,tint011,11.567061,48.133020,338.328030,8.124738,truck
311.00,tint018,11.565484,48.137905,41.409950,6.438169,truck
311.00,tint022,11.566533,48.140061,40.033613,0.000000,truck
311.00,tint025,11.566486,48.140398,106.164821,7.371263,truck
311.00,tint029,11.566428,48.133620,149.121996,0.022019,truck
311.00,tint038,11.566435,48.133287,56.362853,6.368333,truck
311.00,tint046,11.565374,48.136667,278.190632,0.000000,truck
311.00,tint048,11.567416,48.140596,250.056907,0.000000,truck
311.00,tint05,11.565809,48.133942,212.882128,0.038419,truck
311.00,tint054,11.567396,48.140622,250.069664,0.000152,truck
312.00,bike11.24,11.567679,48.140391,68.324998,5.024379,bicycle
312.00,bike11.25,11.567575,48.140366,68.324998,4.668208,bicycle
312.00,bike11.26,11.567481,48.140338,62.279560,4.383392,bicycle
312.00,bike11.27,11.567387,48.140307,62.279560,4.160579,bicycle
312.00,bike11.28,11.567292,48.140278,65.244011,4.316054,bicycle
312.00,bike11.29,11.565442,48.137872,5.201283,0.966509,bicycle
312.00,bike11.30,11.565436,48.137841,5.472047,1.008404,bicycle
312.00,bike11.31,11.565429,48.137806,5.472047,2.031852,bicycle
312.00,bike11.32,11.565421,48.137758,2.607296,3.483713,bicycle
312.00,bike11.33,11.565429,48.137701,332.870477,4.756521,bicycle
312.00,bike11.34,11.565429,48.137632,7.840290,5.691355,bicycle
312.00,bike11.35,11.565408,48.137550,7.840290,5.881827,bicycle
312.00,bike11.36,11.565387,48.137466,3.313594,5.940369,bicycle
312.00,bike11.37,11.565365,48.137301,3.142340,0.000000,bicycle
312.00,bike11.38,11.565361,48.137274,3.142340,3.274539,bicycle
312.00,bike11.39,11.565351,48.137201,3.142340,5.848717,bicycle
312.00,bike11.40,11.565341,48.137120,3.142340,5.841377,bicycle
312.00,bike11.41,11.565328,48.137034,5.478093,5.812580,bicycle
312.00,bike11.42,11.565275,48.136757,1.064022,5.760975,bicycle
312.00,bike11.43,11.565260,48.136448,359.078005,5.936290,bicycle
312.00,bike11.44,11.565274,48.136138,352.216129,5.819780,bicycle
312.00,bike11.45,11.565405,48.135786,337.613271,5.777698,bicycle
312.00,bike11.46,11.565582,48.135478,336.744732,5.954992,bicycle
312.00,bike11.47,11.565754,48.135211,334.593142,5.953527,bicycle
312.00,bike11.48,11.565926,48.134942,335.264246,5.971486,bicycle
312.00,bike11.49,11.566121,48.134632,335.264246,5.760704,bicycle
312.00,bike11.50,11.566299,48.134349,335.264246,4.181681,bicycle
312.00,bike11.51,11.566403,48.134184,335.264246,2.164324,bicycle
312.00,bike11.52,11.566442,48.134121,335.264246,0.000000,bicycle
312.00,pint011,11.565191,48.137279,4.825768,2.600000,passenger
312.00,pint0126,11.566311,48.140437,106.164499,6.663943,passenger
312.00,pint0128,11.565831,48.139594,29.991376,0.000000,passenger
312.00,pint0131,11.566501,48.140080,40.039054,0.000000,passenger
312.00,pint0136,11.566430,48.139985,40.031116,0.000000,passenger
312.00,pint0151,11.567302,48.140601,250.069664,0.000000,passenger
312.00,pint0160,11.567322,48.140575,250.056907,0.000000,passenger
312.00,pint0165,11.564658,48.136529,175.666444,4.611222,passenger
312.00,pint0181,11.567341,48.140549,250.064166,0.000000,passenger
312.00,pint0182,11.566497,48.133279,56.354088,0.000000,passenger
312.00,pint0188,11.566449,48.139956,40.034538,0.000000,passenger
312.00,pint0196,11.567710,48.140483,71.303747,13.890000,passenger
312.00,pint0201,11.565734,48.133092,235.337690,0.000000,passenger
312.00,pint0202,11.565483,48.133159,176.853574,0.000000,passenger
312.00,pint0205,11.566149,48.140482,116.565051,7.808376,passenger
312.00,pint0219,11.564615,48.136527,175.675845,0.000000,passenger
312.00,pint0222,11.566892,48.133307,335.954849,0.000000,passenger
312.00,pint0229,11.565199,48.132780,52.015986,13.890000,passenger
312.00,pint0233,11.564792,48.137848,186.224312,13.890000,passenger
312.00,pint0238,11.565792,48.133011,55.378790,13.890000,passenger
312.00,pint0243,11.566026,48.134632,334.455986,13.890000,passenger
312.00,pint038,11.566566,48.140043,40.044551,0.000000,passenger
312.00,pint05,11.565746,48.133887,215.700046,0.000000,passenger
312.00,pint064,11.565240,48.137310,4.822584,0.000000,passenger
312.00,pint066,11.565650,48.135210,334.782352,13.890000,passenger
312.00,pint074,11.566508,48.139999,40.034538,0.000000,passenger
312.00,pint084,11.566390,48.133606,149.105089,0.000000,passenger
312.00,pint085,11.564784,48.137547,184.109335,0.000000,passenger
312.00,pint087,11.564741,48.137552,184.109465,0.000000,passenger
312.00,pint090,11.564715,48.137659,184.088815,12.500000,passenger
312.00,pint096,11.562605,48.140610,292.908033,0.000000,passenger
312.00,tint011,11.567025,48.133086,338.328030,7.886475,truck
